Coordinate,Price
0.0,52.483570765056164
1.0101010101010102,49.81372899919458
2.0202020202020203,54.24854370060447
3.0303030303030303,59.130300797191644
4.040404040404041,50.84943514658534
5.050505050505051,51.354567740506624
6.0606060606060606,60.92636710783999
7.070707070707071,57.37252718111808
8.080808080808081,51.693032110729284
9.090909090909092,57.25825476338437
10.101010101010102,52.73341658644274
11.111111111111112,53.22690678770427
12.121212121212121,57.27041741843623
13.131313131313131,46.999255342367576
14.141414141414142,48.44611790814191
15.151515151515152,54.76431992955271
16.161616161616163,53.01665247913596
17.171717171717173,60.157095248834956
18.181818181818183,54.550788713303035
19.191919191919194,52.53444108928314
20.202020202020204,67.42925394561787
21.212121212121215,59.47717910362793
22.222222222222225,61.44875213455073
23.232323232323235,54.49242068509434
24.242424242424242,59.39929849858621
25.252525252525253,63.180875574811964
26.262626262626263,57.37634524420162
27.272727272727273,65.514853728092
28.282828282828284,61.13822069182012
29.292929292929294,63.18799589749827
30.303030303030305,62.14298209036817
31.313131313131315,74.91795657911035
32.323232323232325,66.09413003792649
33.333333333333336,61.37811202188717
34.343434343434346,71.28444173223312
35.35353535353536,61.57254942691257
36.36363636363637,69.22613615684196
37.37373737373738,58.88851806746982
38.38383838383839,62.550988947427044
39.3939393939394,70.68127587631533
40.40404040404041,73.89435310199725
41.41414141414142,71.56391211302056
42.42424242424243,70.63387980018001
43.43434343434344,70.21165323922529
44.44444444444445,64.8296122703851
45.45454545454546,69.12805168529918
46.46464646464647,70.9291293775243
47.47474747474748,79.02298486846833
48.484848484848484,75.96051569026656
49.494949494949495,65.93227397066107
50.505050505050505,76.87294509949923
51.515151515151516,73.83216435549417
52.525252525252526,72.87801626109648
53.535353535353536,79.8260582118811
54.54545454545455,82.42772488520704
55.55555555555556,82.43417837335876
56.56565656565657,74.0867406667151
57.57575757575758,77.24181690862271
58.58585858585859,80.94924644994713
59.5959595959596,84.67570543359159
60.60606060606061,77.90715911380386
61.61616161616162,79.87978592476172
62.62626262626263,75.78145644310118
63.63636363636364,75.83714869777846
64.64646464646465,86.38586143520332
65.65656565656566,89.60948297113694
66.66666666666667,82.97328272543167
67.67676767676768,88.85604832784395
68.68686868686869,86.15161446867252
69.6969696969697,81.62288607545922
70.70707070707071,87.16051338107744
71.71717171717172,93.5487686909157
72.72727272727273,86.18450616808661
73.73737373737374,94.6919051477569
74.74747474747475,74.27501185328866
75.75757575757576,91.98830040066399
76.76767676767678,88.81907372502926
77.77777777777779,87.39385213655954
78.7878787878788,89.85274327661692
79.7979797979798,79.96114532598543
80.80808080808082,89.30568096485285
81.81818181818183,92.69465376664964
82.82828282828284,98.803611637849
83.83838383838385,89.32784082782368
84.84848484848486,88.3817744097765
85.85858585858587,90.42050771137025
86.86868686868688,98.01135402285382
87.87878787878789,95.58314948769237
88.8888888888889,91.79564342560926
89.89898989898991,97.51583211506173
90.90909090909092,95.93993320128567
91.91919191919193,100.8028209122604
92.92929292929294,92.95438099525971
93.93939393939395,95.33138623670813
94.94949494949496,95.5142067090867
95.95959595959597,90.66222323913739
96.96969696969697,99.96544987017137
97.97979797979798,100.29517535079843
98.98989898989899,99.5205167781618
100.0,98.82706433312427
